tree_id,spc_common,boroname,steward,guards,sidewalk,curb_loc,soil,tree_dbh,health
200587,Callery pear,Queens,1or2,None,Damage,OnCurb,Plantable,16.6,Fair
200588,Honeylocust,Brooklyn,1or2,Hurdle,NoDamage,OnCurb,Plantable,7.7,Good
200589,Littleleaf linden,Manhattan,1or2,None,NoDamage,OffsetFromCurb,Artificial,16.3,Fair
200590,Littleleaf linden,Staten Island,3or4,None,Damage,OffsetFromCurb,Artificial,4.9,Poor
200591,London planetree,Queens,3or4,None,Damage,OnCurb,Stone,14.4,Good
200592,Callery pear,Manhattan,3or4,None,NoDamage,OffsetFromCurb,Artificial,24.0,Fair
200593,Pin oak,Manhattan,None,None,Damage,OnCurb,Well-maintained,15.5,Poor
200594,Ginkgo,Brooklyn,None,None,NoDamage,OnCurb,Artificial,11.1,Good
200595,London planetree,Bronx,1or2,None,NoDamage,OffsetFromCurb,Artificial,22.7,Fair
200596,Callery pear,Queens,3or4,None,Damage,OnCurb,Well-maintained,16.3,Poor
200597,American elm,Brooklyn,1or2,Hurdle,Damage,OffsetFromCurb,Plantable,17.8,Fair
200598,Pin oak,Bronx,None,None,NoDamage,OffsetFromCurb,Stone,8.2,Fair
200599,Callery pear,Bronx,3or4,None,NoDamage,OnCurb,Stone,12.0,Poor
200600,Pin oak,Bronx,4orMore,Hurdle,NoDamage,OnCurb,Well-maintained,15.8,Good
200601,London planetree,Queens,None,MetalGrate,NoDamage,OffsetFromCurb,Plantable,9.5,Good
200602,Honeylocust,Queens,None,Hurdle,NoDamage,OffsetFromCurb,Artificial,14.9,Good
200603,London planetree,Brooklyn,None,None,Damage,OffsetFromCurb,Stone,14.3,Poor
200604,Littleleaf linden,Queens,1or2,None,NoDamage,OnCurb,Stone,18.2,Poor
200605,Japanese zelkova,Queens,None,None,NoDamage,OffsetFromCurb,Well-maintained,9.2,Good
200606,Callery pear,Staten Island,3or4,None,Damage,OnCurb,Stone,9.7,Good
200607,Littleleaf linden,Brooklyn,1or2,None,NoDamage,OnCurb,Artificial,16.0,Good
200608,London planetree,Queens,None,Hurdle,NoDamage,OffsetFromCurb,Artificial,18.8,Good
200609,Callery pear,Staten Island,None,Hurdle,NoDamage,OffsetFromCurb,Artificial,15.9,Fair
200610,Japanese zelkova,Manhattan,1or2,WireCage,NoDamage,OnCurb,Well-maintained,14.7,Good
200611,London planetree,Staten Island,3or4,None,NoDamage,OffsetFromCurb,Plantable,4.4,Good
200612,Callery pear,Queens,4orMore,None,NoDamage,OffsetFromCurb,Artificial,4.7,Good
200613,London planetree,Bronx,None,None,NoDamage,OffsetFromCurb,Plantable,15.1,Good
200614,London planetree,Queens,3or4,None,Damage,OffsetFromCurb,Plantable,11.2,Good
200615,Honeylocust,Manhattan,3or4,None,NoDamage,OnCurb,Artificial,13.1,Fair
200616,London planetree,Bronx,3or4,Hurdle,NoDamage,OffsetFromCurb,Well-maintained,16.9,Poor
200617,London planetree,Bronx,1or2,None,NoDamage,OnCurb,Stone,18.3,Good
200618,London planetree,Bronx,None,MetalGrate,NoDamage,OnCurb,Plantable,14.0,Good
200619,American elm,Brooklyn,3or4,None,NoDamage,OffsetFromCurb,Stone,10.8,Good
200620,Littleleaf linden,Manhattan,None,MetalGrate,NoDamage,OffsetFromCurb,Plantable,11.7,Good
200621,Callery pear,Queens,1or2,None,NoDamage,OnCurb,Artificial,15.2,Poor
200622,Ginkgo,Queens,None,None,Damage,OnCurb,Artificial,7.0,Fair
200623,American elm,Queens,1or2,None,NoDamage,OnCurb,Plantable,4.5,Poor
200624,Ginkgo,Bronx,None,None,NoDamage,OnCurb,Stone,12.7,Good
200625,London planetree,Manhattan,None,None,NoDamage,OnCurb,Artificial,13.4,Fair
200626,Pin oak,Brooklyn,None,MetalGrate,NoDamage,OffsetFromCurb,Plantable,16.3,Good
200627,Ginkgo,Brooklyn,1or2,None,NoDamage,OffsetFromCurb,Artificial,19.7,Fair
200628,Japanese zelkova,Bronx,3or4,None,Damage,OffsetFromCurb,Stone,9.3,Good
200629,Pin oak,Brooklyn,3or4,None,Damage,OffsetFromCurb,Well-maintained,10.6,Good
200630,London planetree,Manhattan,1or2,WireCage,Damage,OffsetFromCurb,Plantable,10.9,Fair
200631,Ginkgo,Staten Island,None,None,NoDamage,OnCurb,Artificial,14.8,Poor
200632,Callery pear,Bronx,None,WireCage,NoDamage,OffsetFromCurb,Plantable,10.7,Poor
200633,Japanese zelkova,Bronx,3or4,None,NoDamage,OnCurb,Well-maintained,11.0,Good
200634,Pin oak,Queens,None,None,NoDamage,OffsetFromCurb,Plantable,16.9,Good
200635,Littleleaf linden,Bronx,1or2,MetalGrate,Damage,OnCurb,Plantable,18.3,Fair
200636,American elm,Manhattan,None,Hurdle,Damage,OffsetFromCurb,Well-maintained,15.8,Fair
200637,London planetree,Manhattan,None,Hurdle,NoDamage,OffsetFromCurb,Artificial,16.1,Good
200638,American elm,Queens,None,MetalGrate,NoDamage,OnCurb,Plantable,14.2,Poor
200639,Honeylocust,Bronx,1or2,None,NoDamage,OnCurb,Stone,11.5,Fair
200640,London planetree,Queens,3or4,None,NoDamage,OffsetFromCurb,Well-maintained,16.7,Good
200641,Honeylocust,Bronx,1or2,None,NoDamage,OnCurb,Well-maintained,16.1,Good
200642,London planetree,Manhattan,4orMore,Hurdle,NoDamage,OnCurb,Stone,13.7,Good
200643,Pin oak,Brooklyn,None,None,NoDamage,OnCurb,Artificial,17.6,Fair
200644,Pin oak,Manhattan,None,Hurdle,NoDamage,OffsetFromCurb,Stone,14.7,Poor
200645,Callery pear,Bronx,3or4,None,NoDamage,OnCurb,Artificial,12.3,Fair
200646,Callery pear,Queens,1or2,Hurdle,NoDamage,OffsetFromCurb,Plantable,16.1,Good
200647,Ginkgo,Brooklyn,None,WireCage,NoDamage,OffsetFromCurb,Stone,16.4,Good
200648,Honeylocust,Queens,None,Hurdle,NoDamage,OffsetFromCurb,Plantable,12.1,Fair
200649,London planetree,Brooklyn,1or2,WireCage,NoDamage,OnCurb,Plantable,15.5,Good
200650,London planetree,Staten Island,3or4,None,NoDamage,OffsetFromCurb,Stone,11.6,Good
200651,London planetree,Brooklyn,None,None,Damage,OnCurb,Artificial,10.5,Good
200652,Honeylocust,Brooklyn,1or2,None,NoDamage,OffsetFromCurb,Plantable,10.2,Good
200653,Honeylocust,Bronx,3or4,WireCage,NoDamage,OffsetFromCurb,Plantable,13.0,Good
200654,Littleleaf linden,Staten Island,1or2,None,NoDamage,OffsetFromCurb,Plantable,10.0,Poor
200655,London planetree,Manhattan,None,None,NoDamage,OnCurb,Artificial,5.5,Good
200656,Ginkgo,Manhattan,None,WireCage,NoDamage,OnCurb,Plantable,6.0,Good
200657,Callery pear,Brooklyn,None,Hurdle,NoDamage,OffsetFromCurb,Plantable,15.5,Good
200658,Japanese zelkova,Brooklyn,None,None,NoDamage,OffsetFromCurb,Well-maintained,19.9,Good
200659,Littleleaf linden,Queens,None,MetalGrate,NoDamage,OnCurb,Well-maintained,17.2,Good
200660,Ginkgo,Bronx,None,None,NoDamage,OffsetFromCurb,Artificial,21.1,Good
200661,Callery pear,Staten Island,None,Hurdle,NoDamage,OffsetFromCurb,Artificial,10.9,Good
200662,Honeylocust,Manhattan,None,MetalGrate,NoDamage,OnCurb,Plantable,11.9,Good
200663,Honeylocust,Staten Island,3or4,None,NoDamage,OffsetFromCurb,Plantable,13.3,Good
200664,Pin oak,Brooklyn,None,None,NoDamage,OnCurb,Stone,7.4,Poor
200665,Ginkgo,Manhattan,1or2,None,NoDamage,OnCurb,Well-maintained,9.9,Good
200666,London planetree,Brooklyn,3or4,None,Damage,OnCurb,Plantable,17.0,Good
200667,Callery pear,Staten Island,1or2,MetalGrate,Damage,OnCurb,Stone,10.5,Fair
200668,Japanese zelkova,Queens,1or2,None,NoDamage,OffsetFromCurb,Artificial,4.8,Good
200669,Callery pear,Brooklyn,1or2,None,NoDamage,OnCurb,Artificial,8.5,Good
200670,London planetree,Staten Island,1or2,MetalGrate,NoDamage,OnCurb,Plantable,13.1,Good
200671,London planetree,Queens,4orMore,None,NoDamage,OnCurb,Stone,10.5,Poor
200672,Ginkgo,Queens,None,Hurdle,Damage,OffsetFromCurb,Artificial,14.7,Good
200673,London planetree,Bronx,None,Hurdle,NoDamage,OnCurb,Stone,10.8,Fair
200674,London planetree,Bronx,3or4,None,Damage,OnCurb,Artificial,19.8,Fair
200675,American elm,Staten Island,None,WireCage,Damage,OnCurb,Artificial,16.0,Poor
200676,Littleleaf linden,Staten Island,None,None,NoDamage,OffsetFromCurb,Artificial,10.9,Fair
200677,London planetree,Brooklyn,None,None,NoDamage,OnCurb,Well-maintained,12.0,Good
200678,London planetree,Manhattan,1or2,None,NoDamage,OnCurb,Well-maintained,15.0,Good
200679,London planetree,Brooklyn,None,WireCage,Damage,OnCurb,Artificial,17.2,Fair
200680,Pin oak,Manhattan,None,None,Damage,OnCurb,Plantable,7.8,Fair
200681,Ginkgo,Brooklyn,3or4,None,Damage,OffsetFromCurb,Plantable,25.6,Fair
200682,London planetree,Staten Island,1or2,None,NoDamage,OffsetFromCurb,Artificial,16.1,Good
200683,London planetree,Staten Island,4orMore,None,NoDamage,OnCurb,Plantable,17.0,Poor
200684,London planetree,Queens,3or4,None,NoDamage,OnCurb,Artificial,14.8,Good
200685,Callery pear,Manhattan,None,None,NoDamage,OffsetFromCurb,Artificial,6.0,Good
200686,Callery pear,Queens,None,None,Damage,OnCurb,Stone,17.8,Fair
200687,London planetree,Queens,None,None,NoDamage,OffsetFromCurb,Stone,12.1,Good
200688,Pin oak,Manhattan,None,None,NoDamage,OnCurb,Well-maintained,18.2,Poor
200689,Honeylocust,Brooklyn,None,None,Damage,OnCurb,Well-maintained,14.0,Good
200690,Pin oak,Manhattan,None,Hurdle,NoDamage,OnCurb,Stone,8.9,Fair
200691,Callery pear,Queens,1or2,None,NoDamage,OffsetFromCurb,Plantable,6.6,Good
200692,Littleleaf linden,Brooklyn,None,None,NoDamage,OnCurb,Stone,23.4,Good
200693,London planetree,Brooklyn,None,None,NoDamage,OnCurb,Stone,14.8,Fair
200694,Japanese zelkova,Bronx,None,None,Damage,OnCurb,Plantable,17.2,Poor
200695,Honeylocust,Queens,1or2,WireCage,NoDamage,OnCurb,Plantable,8.1,Fair
200696,London planetree,Queens,None,None,NoDamage,OnCurb,Plantable,9.5,Good
200697,American elm,Queens,3or4,None,NoDamage,OnCurb,Well-maintained,17.1,Good
200698,London planetree,Queens,None,MetalGrate,Damage,OnCurb,Artificial,14.8,Good
200699,American elm,Queens,None,MetalGrate,NoDamage,OnCurb,Artificial,7.6,Good
200700,Ginkgo,Manhattan,3or4,None,Damage,OffsetFromCurb,Well-maintained,9.9,Poor
200701,Pin oak,Manhattan,4orMore,None,NoDamage,OffsetFromCurb,Plantable,11.4,Good
200702,Ginkgo,Manhattan,None,None,Damage,OffsetFromCurb,Artificial,9.0,Poor
200703,London planetree,Brooklyn,None,MetalGrate,NoDamage,OnCurb,Plantable,14.7,Good
200704,London planetree,Brooklyn,None,MetalGrate,NoDamage,OnCurb,Plantable,12.2,Good
200705,London planetree,Brooklyn,3or4,Hurdle,Damage,OffsetFromCurb,Well-maintained,11.9,Good
200706,London planetree,Queens,None,Hurdle,NoDamage,OffsetFromCurb,Plantable,8.2,Good
200707,Littleleaf linden,Queens,None,None,NoDamage,OffsetFromCurb,Plantable,18.5,Poor
200708,Littleleaf linden,Staten Island,None,WireCage,NoDamage,OnCurb,Stone,9.8,Good
200709,Pin oak,Brooklyn,1or2,None,Damage,OffsetFromCurb,Plantable,18.8,Good
200710,Ginkgo,Manhattan,None,WireCage,NoDamage,OnCurb,Stone,23.0,Poor
200711,Honeylocust,Queens,3or4,None,NoDamage,OnCurb,Well-maintained,10.7,Good
200712,Littleleaf linden,Queens,3or4,None,NoDamage,OnCurb,Well-maintained,7.0,Good
200713,Japanese zelkova,Queens,None,WireCage,NoDamage,OffsetFromCurb,Artificial,19.9,Good
200714,American elm,Brooklyn,None,WireCage,NoDamage,OffsetFromCurb,Well-maintained,13.5,Good
200715,Japanese zelkova,Queens,4orMore,None,NoDamage,OffsetFromCurb,Stone,7.9,Fair
200716,American elm,Queens,1or2,None,NoDamage,OnCurb,Stone,12.6,Good
200717,London planetree,Queens,1or2,MetalGrate,Damage,OnCurb,Plantable,7.5,Good
200718,London planetree,Bronx,1or2,WireCage,NoDamage,OffsetFromCurb,Well-maintained,9.5,Good
200719,Callery pear,Queens,None,Hurdle,NoDamage,OffsetFromCurb,Artificial,4.8,Good
200720,London planetree,Queens,4orMore,WireCage,NoDamage,OffsetFromCurb,Well-maintained,8.8,Fair
200721,Littleleaf linden,Brooklyn,1or2,None,NoDamage,OnCurb,Artificial,7.4,Good
200722,Honeylocust,Staten Island,None,Hurdle,NoDamage,OffsetFromCurb,Plantable,11.8,Fair
200723,London planetree,Queens,3or4,None,NoDamage,OnCurb,Well-maintained,10.8,Good
200724,Littleleaf linden,Brooklyn,1or2,None,NoDamage,OnCurb,Artificial,12.5,Poor
200725,Honeylocust,Queens,1or2,None,Damage,OnCurb,Stone,19.9,Fair
200726,Pin oak,Queens,3or4,None,Damage,OnCurb,Plantable,14.0,Poor
200727,Japanese zelkova,Staten Island,1or2,MetalGrate,Damage,OnCurb,Plantable,23.9,Good
200728,Honeylocust,Brooklyn,4orMore,Hurdle,NoDamage,OnCurb,Plantable,22.3,Good
200729,Honeylocust,Manhattan,None,None,Damage,OnCurb,Well-maintained,8.7,Poor
200730,Pin oak,Staten Island,None,WireCage,NoDamage,OffsetFromCurb,Artificial,8.9,Good
200731,Littleleaf linden,Queens,None,MetalGrate,NoDamage,OffsetFromCurb,Artificial,22.7,Good
200732,London planetree,Bronx,None,Hurdle,NoDamage,OffsetFromCurb,Well-maintained,17.5,Fair
200733,Callery pear,Manhattan,3or4,WireCage,Damage,OnCurb,Well-maintained,14.2,Good
200734,London planetree,Manhattan,None,WireCage,NoDamage,OnCurb,Well-maintained,6.6,Good
200735,London planetree,Queens,1or2,WireCage,Damage,OffsetFromCurb,Stone,11.9,Good
200736,Ginkgo,Staten Island,3or4,None,Damage,OffsetFromCurb,Stone,3,Fair
200737,London planetree,Staten Island,1or2,WireCage,NoDamage,OffsetFromCurb,Stone,16.5,Poor
200738,Ginkgo,Brooklyn,None,Hurdle,NoDamage,OnCurb,Artificial,17.7,Good
200739,London planetree,Staten Island,3or4,None,NoDamage,OnCurb,Stone,11.5,Good
200740,Pin oak,Queens,None,None,NoDamage,OffsetFromCurb,Artificial,11.9,Fair
200741,American elm,Manhattan,1or2,WireCage,NoDamage,OnCurb,Plantable,10.6,Fair
200742,American elm,Queens,1or2,None,Damage,OnCurb,Plantable,14.2,Good
200743,Callery pear,Queens,1or2,None,NoDamage,OffsetFromCurb,Plantable,20.5,Good
200744,London planetree,Staten Island,3or4,None,NoDamage,OnCurb,Artificial,15.3,Good
200745,London planetree,Queens,1or2,None,NoDamage,OnCurb,Plantable,13.7,Good
200746,Pin oak,Bronx,None,None,Damage,OffsetFromCurb,Artificial,8.3,Fair
200747,Ginkgo,Brooklyn,4orMore,WireCage,Damage,OnCurb,Stone,10.1,Good
200748,Japanese zelkova,Bronx,1or2,None,Damage,OnCurb,Plantable,9.4,Poor
200749,Ginkgo,Manhattan,1or2,WireCage,NoDamage,OffsetFromCurb,Stone,3.6,Good
200750,Honeylocust,Bronx,None,None,Damage,OffsetFromCurb,Well-maintained,14.8,Fair
200751,Callery pear,Queens,3or4,None,NoDamage,OnCurb,Plantable,20.0,Good
200752,London planetree,Bronx,1or2,WireCage,NoDamage,OffsetFromCurb,Plantable,15.0,Fair
200753,London planetree,Bronx,1or2,Hurdle,NoDamage,OffsetFromCurb,Stone,19.2,Good
200754,Ginkgo,Brooklyn,1or2,None,NoDamage,OnCurb,Stone,15.4,Fair
200755,Callery pear,Brooklyn,None,None,NoDamage,OnCurb,Plantable,7.7,Fair
200756,Japanese zelkova,Brooklyn,1or2,None,NoDamage,OnCurb,Plantable,13.4,Poor
200757,Honeylocust,Manhattan,3or4,Hurdle,Damage,OnCurb,Stone,16.5,Poor
200758,American elm,Queens,3or4,MetalGrate,NoDamage,OffsetFromCurb,Plantable,11.3,Good
200759,London planetree,Brooklyn,1or2,None,NoDamage,OffsetFromCurb,Artificial,21.1,Good
200760,London planetree,Bronx,3or4,None,Damage,OffsetFromCurb,Well-maintained,14.8,Good
200761,Ginkgo,Bronx,None,None,NoDamage,OnCurb,Artificial,13.4,Poor
200762,Honeylocust,Bronx,1or2,None,NoDamage,OffsetFromCurb,Well-maintained,7.9,Fair
200763,London planetree,Bronx,1or2,MetalGrate,NoDamage,OffsetFromCurb,Artificial,15.1,Good
200764,Ginkgo,Queens,4orMore,None,NoDamage,OnCurb,Plantable,12.7,Good
200765,Honeylocust,Bronx,3or4,None,NoDamage,OffsetFromCurb,Artificial,10.7,Fair
200766,Honeylocust,Manhattan,None,None,NoDamage,OnCurb,Stone,17.8,Good
200767,London planetree,Queens,None,None,NoDamage,OffsetFromCurb,Stone,19.8,Good
200768,London planetree,Bronx,None,MetalGrate,NoDamage,OnCurb,Artificial,16.0,Good
200769,Pin oak,Queens,1or2,WireCage,Damage,OffsetFromCurb,Stone,12.7,Fair
200770,Callery pear,Brooklyn,None,Hurdle,NoDamage,OnCurb,Stone,13.5,Good
200771,Callery pear,Staten Island,1or2,None,Damage,OnCurb,Stone,12.7,Fair
200772,Pin oak,Queens,3or4,None,Damage,OnCurb,Artificial,8.9,Fair
200773,London planetree,Staten Island,None,None,NoDamage,OnCurb,Stone,19.9,Good
200774,London planetree,Queens,1or2,None,NoDamage,OffsetFromCurb,Well-maintained,14.4,Good
200775,Ginkgo,Brooklyn,None,Hurdle,Damage,OnCurb,Stone,14.1,Fair
200776,Littleleaf linden,Queens,4orMore,Hurdle,NoDamage,OnCurb,Plantable,9.2,Good
200777,American elm,Queens,1or2,Hurdle,NoDamage,OnCurb,Artificial,10.4,Good
200778,American elm,Brooklyn,None,Hurdle,NoDamage,OnCurb,Artificial,17.3,Good
200779,Honeylocust,Manhattan,1or2,None,NoDamage,OnCurb,Plantable,9.3,Good
200780,Callery pear,Staten Island,1or2,WireCage,NoDamage,OnCurb,Artificial,12.4,Fair
200781,Japanese zelkova,Bronx,None,None,NoDamage,OffsetFromCurb,Plantable,10.4,Poor
200782,Ginkgo,Brooklyn,None,Hurdle,Damage,OnCurb,Plantable,17.2,Fair
200783,American elm,Bronx,1or2,None,NoDamage,OffsetFromCurb,Artificial,12.8,Fair
200784,Callery pear,Bronx,None,WireCage,NoDamage,OnCurb,Plantable,20.1,Good
200785,Pin oak,Manhattan,3or4,None,NoDamage,OnCurb,Plantable,7.9,Fair
200786,Honeylocust,Queens,1or2,None,NoDamage,OnCurb,Plantable,23.1,Fair
200787,Ginkgo,Queens,1or2,Hurdle,NoDamage,OffsetFromCurb,Plantable,10.3,Good
200788,Ginkgo,Brooklyn,1or2,Hurdle,Damage,OnCurb,Artificial,3,Good
200789,Japanese zelkova,Bronx,None,MetalGrate,NoDamage,OffsetFromCurb,Well-maintained,14.6,Good
200790,American elm,Manhattan,None,None,NoDamage,OnCurb,Plantable,4.5,Good
200791,Honeylocust,Bronx,None,None,Damage,OnCurb,Artificial,18.0,Fair
200792,Callery pear,Bronx,1or2,None,Damage,OnCurb,Plantable,10.8,Good
200793,Honeylocust,Queens,None,None,NoDamage,OnCurb,Plantable,17.7,Fair
200794,Honeylocust,Bronx,None,None,NoDamage,OnCurb,Plantable,14.1,Good
200795,Littleleaf linden,Queens,None,Hurdle,NoDamage,OnCurb,Plantable,23.4,Good
200796,Ginkgo,Brooklyn,4orMore,None,NoDamage,OffsetFromCurb,Plantable,3.2,Good
200797,London planetree,Manhattan,3or4,None,NoDamage,OnCurb,Well-maintained,18.1,Good
200798,Ginkgo,Queens,None,None,NoDamage,OnCurb,Plantable,20.9,Fair
200799,Honeylocust,Brooklyn,None,None,NoDamage,OnCurb,Plantable,15.3,Fair
200800,Littleleaf linden,Brooklyn,1or2,None,NoDamage,OffsetFromCurb,Plantable,13.4,Good
200801,Callery pear,Manhattan,None,Hurdle,NoDamage,OnCurb,Plantable,27.3,Poor
200802,Pin oak,Brooklyn,3or4,Hurdle,NoDamage,OnCurb,Stone,11.8,Good
200803,American elm,Queens,1or2,None,NoDamage,OffsetFromCurb,Plantable,11.4,Good
200804,Pin oak,Queens,None,None,NoDamage,OnCurb,Artificial,17.0,Poor
200805,Honeylocust,Bronx,1or2,None,NoDamage,OnCurb,Plantable,13.5,Good
200806,Honeylocust,Staten Island,1or2,None,Damage,OffsetFromCurb,Plantable,17.4,Fair
200807,Ginkgo,Queens,1or2,Hurdle,NoDamage,OnCurb,Artificial,8.3,Good
200808,Honeylocust,Manhattan,None,None,NoDamage,OnCurb,Stone,20.7,Fair
200809,Honeylocust,Manhattan,1or2,WireCage,NoDamage,OffsetFromCurb,Artificial,12.6,Poor
200810,Callery pear,Staten Island,None,Hurdle,NoDamage,OnCurb,Stone,15.7,Good
200811,Callery pear,Manhattan,None,None,Damage,OnCurb,Artificial,10.6,Poor
200812,Littleleaf linden,Brooklyn,None,None,Damage,OnCurb,Plantable,17.7,Poor
200813,Ginkgo,Queens,None,None,Damage,OnCurb,Plantable,16.3,Good
200814,Honeylocust,Queens,4orMore,MetalGrate,NoDamage,OffsetFromCurb,Plantable,11.1,Good
200815,London planetree,Brooklyn,3or4,None,Damage,OffsetFromCurb,Plantable,12.0,Good
200816,Ginkgo,Bronx,1or2,Hurdle,NoDamage,OnCurb,Artificial,13.0,Good
200817,Pin oak,Bronx,None,MetalGrate,NoDamage,OnCurb,Plantable,9.4,Poor
200818,American elm,Manhattan,None,None,Damage,OnCurb,Artificial,13.8,Fair
200819,Ginkgo,Brooklyn,1or2,MetalGrate,NoDamage,OnCurb,Stone,9.8,Good
200820,Honeylocust,Brooklyn,4orMore,MetalGrate,NoDamage,OffsetFromCurb,Stone,15.6,Good
200821,Honeylocust,Bronx,1or2,Hurdle,Damage,OnCurb,Well-maintained,16.4,Poor
200822,Callery pear,Brooklyn,None,WireCage,NoDamage,OnCurb,Stone,8.2,Fair
200823,Honeylocust,Manhattan,4orMore,Hurdle,NoDamage,OnCurb,Plantable,3,Fair
200824,London planetree,Brooklyn,None,None,NoDamage,OnCurb,Artificial,11.8,Good
200825,Pin oak,Brooklyn,None,WireCage,NoDamage,OnCurb,Artificial,3,Good
200826,Honeylocust,Brooklyn,1or2,MetalGrate,Damage,OnCurb,Artificial,17.8,Fair
200827,Honeylocust,Manhattan,None,None,NoDamage,OffsetFromCurb,Artificial,22.2,Fair
200828,Honeylocust,Queens,None,WireCage,NoDamage,OnCurb,Stone,6.7,Poor
200829,Littleleaf linden,Queens,3or4,None,Damage,OffsetFromCurb,Stone,3,Good
200830,Honeylocust,Brooklyn,1or2,WireCage,NoDamage,OnCurb,Plantable,15.3,Fair
200831,Honeylocust,Bronx,3or4,WireCage,NoDamage,OffsetFromCurb,Well-maintained,18.7,Good
200832,London planetree,Manhattan,1or2,None,NoDamage,OffsetFromCurb,Stone,7.1,Good
200833,Honeylocust,Brooklyn,1or2,Hurdle,NoDamage,OnCurb,Plantable,12.7,Poor
200834,Ginkgo,Bronx,None,None,NoDamage,OnCurb,Artificial,18.0,Poor
200835,Honeylocust,Manhattan,None,None,NoDamage,OnCurb,Plantable,8.8,Good
200836,Ginkgo,Brooklyn,1or2,None,NoDamage,OnCurb,Plantable,14.6,Good
200837,Honeylocust,Bronx,3or4,None,NoDamage,OffsetFromCurb,Well-maintained,16.3,Good
200838,London planetree,Bronx,None,None,NoDamage,OnCurb,Stone,11.4,Fair
200839,Littleleaf linden,Staten Island,3or4,MetalGrate,NoDamage,OnCurb,Artificial,9.3,Fair
200840,American elm,Brooklyn,None,Hurdle,NoDamage,OnCurb,Plantable,13.2,Good
200841,London planetree,Queens,1or2,None,NoDamage,OffsetFromCurb,Stone,10.2,Good
200842,American elm,Brooklyn,None,MetalGrate,NoDamage,OnCurb,Plantable,8.5,Good
200843,London planetree,Staten Island,None,MetalGrate,NoDamage,OnCurb,Plantable,11.3,Fair
200844,Callery pear,Queens,1or2,None,Damage,OffsetFromCurb,Well-maintained,20.0,Good
200845,Ginkgo,Manhattan,1or2,WireCage,NoDamage,OnCurb,Plantable,23.2,Good
200846,London planetree,Bronx,1or2,None,NoDamage,OnCurb,Artificial,11.8,Fair
200847,Callery pear,Brooklyn,None,WireCage,NoDamage,OnCurb,Stone,12.6,Good
200848,London planetree,Manhattan,None,MetalGrate,NoDamage,OnCurb,Artificial,7.4,Good
200849,Littleleaf linden,Queens,None,None,NoDamage,OffsetFromCurb,Plantable,11.7,Fair
200850,Japanese zelkova,Manhattan,1or2,Hurdle,NoDamage,OnCurb,Artificial,17.6,Fair
200851,Callery pear,Staten Island,3or4,None,NoDamage,OffsetFromCurb,Artificial,15.0,Poor
200852,Callery pear,Queens,3or4,None,NoDamage,OffsetFromCurb,Artificial,13.1,Fair
200853,Callery pear,Staten Island,None,Hurdle,NoDamage,OffsetFromCurb,Artificial,23.7,Poor
200854,Honeylocust,Queens,None,WireCage,NoDamage,OffsetFromCurb,Artificial,3,Good
200855,Littleleaf linden,Bronx,None,MetalGrate,NoDamage,OnCurb,Artificial,13.6,Good
200856,Callery pear,Bronx,1or2,MetalGrate,NoDamage,OffsetFromCurb,Well-maintained,12.4,Good
200857,Japanese zelkova,Brooklyn,3or4,None,Damage,OnCurb,Artificial,13.4,Poor
200858,London planetree,Queens,3or4,None,Damage,OnCurb,Artificial,8.1,Good
200859,Pin oak,Queens,None,None,Damage,OnCurb,Stone,11.9,Good
200860,Pin oak,Queens,3or4,Hurdle,NoDamage,OffsetFromCurb,Plantable,12.4,Good
200861,American elm,Queens,4orMore,None,NoDamage,OnCurb,Plantable,14.5,Poor
200862,Honeylocust,Brooklyn,1or2,None,NoDamage,OffsetFromCurb,Well-maintained,14.5,Good
200863,London planetree,Brooklyn,1or2,None,Damage,OnCurb,Well-maintained,15.6,Good
200864,London planetree,Brooklyn,None,None,NoDamage,OnCurb,Plantable,21.4,Fair
200865,Honeylocust,Bronx,None,None,NoDamage,OffsetFromCurb,Artificial,16.7,Fair
200866,Littleleaf linden,Queens,None,WireCage,NoDamage,OffsetFromCurb,Stone,7.1,Fair
200867,Honeylocust,Queens,3or4,None,NoDamage,OnCurb,Plantable,3,Good
200868,Ginkgo,Brooklyn,1or2,None,NoDamage,OffsetFromCurb,Artificial,5.1,Good
200869,Pin oak,Queens,1or2,None,NoDamage,OnCurb,Artificial,5.9,Good
200870,London planetree,Staten Island,1or2,WireCage,NoDamage,OnCurb,Artificial,7.8,Good
200871,Littleleaf linden,Queens,None,None,NoDamage,OnCurb,Artificial,6.4,Fair
200872,Japanese zelkova,Queens,None,Hurdle,NoDamage,OnCurb,Plantable,10.6,Good
200873,Japanese zelkova,Bronx,None,Hurdle,Damage,OnCurb,Artificial,17.9,Fair
200874,American elm,Staten Island,None,None,NoDamage,OnCurb,Stone,13.1,Good
200875,Honeylocust,Manhattan,1or2,None,NoDamage,OnCurb,Well-maintained,16.1,Good
200876,London planetree,Manhattan,1or2,MetalGrate,NoDamage,OffsetFromCurb,Stone,17.9,Fair
200877,Pin oak,Staten Island,1or2,None,NoDamage,OnCurb,Plantable,13.6,Good
200878,Honeylocust,Manhattan,None,None,NoDamage,OnCurb,Artificial,18.9,Fair
200879,Callery pear,Staten Island,4orMore,WireCage,NoDamage,OnCurb,Stone,13.5,Good
200880,Callery pear,Bronx,4orMore,None,NoDamage,OnCurb,Plantable,12.6,Fair
200881,Callery pear,Manhattan,1or2,Hurdle,NoDamage,OffsetFromCurb,Stone,24.0,Good
